Segment,Error_Code,Error_ID,Description
CD,16324,OE_DISC_GREATER_ORIGINAL,Disclosed quantity is greater than Original quantity.
CD,16325,OE_DISC_NOT_MULT,Disclosed quantity is not a multiple of regular lot.
CD,16326,OE_GTD_GREATER,GTD is greater than that specified at the trading system.
CD,16327,OE_QUANTITY_GERATER_RL,Odd lot quantity cannot be greater than or equal to regular lot size.
CD,16328,OE_QUANTITY_NOT_MULT_RL,Quantity is not a multiple of regular lot.
CD,16329,OE_BROKER_NOT_PERMITTED,Trading Member not permitted in the market.
CD,16330,OE_IS_SUSPENDED,Security is suspended.
CD,16333,OE_BRANCH_LI MIT_EXCEEDED,Branch Order Value Limit has been exceeded.
CD,16343,OE_ORD_CAN_CHANGED,The order to be cancelled has changed.
CD,16344,OE_ORD_CANNOT_CANCEL,The order cannot be cancelled.
CD,16345,OE_INIT_ORD_CANCEL,Initiator order cannot be cancelled.
CD,16346,OE_ORD_CANNOT_MODIFY,Order cannot be modified.
CD,16348,ERR_TRADING_NOT_ALLOWED,Trading is not allowed in this market.
CD,16357,OE_NT_REJECTED,Control has rejected the Negotiated Trade.
CD,16363,CHG_ST_EXISTS,Status is in the required state.
CD,16369,OE_SECURITY_IN_PREOPEN,Contract is in preopen.
CD,16372,OE_INQ_NOT_ALLOWED,Order entry not allowed for user as it is of inquiry type.
CD,16387,OE_SECURITY_INELIGIBLE,Contract not allowed to trader in.
CD,16392,TURNOVER_LIMIT_NOT_PROVIDED,Turnover limit not provided. Please contact Exchange.
CD,16400,OE_MAX_DQ_ALLOWED,DQ is less than minimum quantity allowed.
CD,16404,OE_ADMIN_SUSP_CAN,Order has been cancelled due to freeze admin suspension.
CD,16405,e$invalid_buy_sell_type,BUY – SELL type entered is invalid.
CD,16414,e$invalid_pro_client,Pro Cli field is invalid (something other than Pro – 2 or Cli – 1)
CD,16415,e$invalid_instructions,Invalid combination of book type and instructions (order_type).
CD,16416,e$invalid_order_parameters,Invalid combination of mf/aon/disclosed volume.
CD,16419,INVALID_ORDER,This error code will be returned for invalid data in the order packet.
CD,16440,e$gtd_gt_maturity,GTD is greater than Maturity date.
CD,16441,e$dq_ord_not_allowed_popen,DQ orders are not allowed in preopen.
CD,16442,e$st_ord_not_allowed_popen,ST orders are not allowed in preopen.
CD,16443,e$ord_lim_exceeds_ord_val_lim,Order value exceeds the order limit value.
CD,16445,SL_NOT_ALLOWED,Stop Loss orders are not allowed.
CD,16446,MIT_NOT_ALLOWED,Market If Touched orders are not allowed.
CD,16447,E$ord_not_allowed_in_preopen,Order entry not allowed in Pre-open.
CD,16500,e$not_allowed,Ex/Pl not allowed.
CD,16501,e$invalid_ex_pl_char,Invalid ExPl flag value.
CD,16513,e$rejection_not_allowed,Ex/Pl rejection not allowed.
CD,16514,e$not_modifiable,Not modifiable.
CD,16518,e$tm_cm_does_not_exist,"Clearing member, Trading Member link not found."
CD,16521,e$not_clg_mem,Not a clearing member.
CD,16523,e$user_not_corp_mgr,User in not a corporate manager.
CD,16529,e$not_valid_fo_contract,Not a valid derivative contract.
CD,16532,e$pm_cm_invalid,Clearing member Participant link not found.
CD,16533,e$corp_mgr_vu_mod,Enter either TM or Participant.
CD,16541,e$invalid_participant,Participant is invalid.
CD,16550,e$trade_approved_by_cm,Trade cannot be modified /cancelled. It has already been approved by CM.
CD,16552,e$cm_stock_suspended,Stock has been suspended.
CD,16554,e$broker_not_permitted_in_fut,Trading Member not permitted in Futures.
CD,16555,e$broker_not_permitted_in_opt,„Trading Member not permitted in Options.‟
CD,16556,e$qty_less_than_min_lot,Quantity less than the minimum lot size.
CD,16557,e$disc_qty_less_than_min_lot,Disclose quantity less than the minimum lot size.
CD,16558,e$mf_qty_less_than_min_lot,Minimum fill is less than the minimum lot size.
CD,16560,e$already_rejected,The give up trade has already been rejected.
CD,16561,e$nt_orders_not_allowed,Negotiated Orders not allowed.
CD,16562,e$nt_trade_not_allowed,Negotiated Trade not allowed.
CD,16566,e$inconsistent_broker_branch,User does not belong to Broker or Branch.
CD,16570,M$post_close_start,The market is in post-close.
CD,16571,M$post_close_ended,The Closing Session has ended.
CD,16572,M$post_close_trades,Closing Session trades have been generated.
CD,16573,e$invalid_msg_length,Message length is invalid.
CD,16574,e$invalid_open_close_type,Open - Close type entered is invalid.
CD,16576,e$nnf_inq_req_exceeded,No. of nnf inquiry requests exceeded.
CD,16577,e$participant_and_volume_changed,Both participant and volume changed.
CD,16578,e$invalid_cover_uncover_type,Cover - Uncover type entered is invalid.
CD,16579,e$illegal_cm_id,Giveup requested for wrong CM ID.
CD,16580,e$illegal_participant,Order does not belong to the given participant.
CD,16581,e$invalid_fill_price,Invalid trade price.
CD,16583,e$pro_no_participant,For Pro order participant entry not allowed.
CD,16585,e$invalid_account_no,Not a valid account number.
CD,16586,e$allow_no_participant_order,Participant Order Entry Not Allowed.
CD,16589,M$delete_all_orders,All continuous session orders are being deleted now.
CD,16594,trade_qty_not_mod_after_giveup,"After giveup approve/reject, trade quantity cannot be modified."
CD,16596,e$tmid_cant_exercise_for_ptcpnt,Trading member cannot put Ex/Pl request for Participant.
CD,16597,e$cum_ur_ord_val_limit_exceeded,Branch limit should be greater than sum of user limits.
CD,16598,e$branch_ord_val_limit_exceeded,Branch limit should be greater than used limit.
CD,16602,e$dealer_value_limit_exceeds,Dealer value limit exceeds the set limit.
CD,16604,e$participant_not_found,Participant not found.
CD,16605,e$either_leg_failed,One leg of spread/2L failed.
CD,16606,e$qty_greater_than_freeze_qty,Quantity greater than Freeze quantity.
CD,16607,e$spread_not_allowed,Spread not allowed.
CD,16608,e$spread_allowed_only_in_open,Spread allowed only when market is open.
CD,16609,e$spread_allowed_if_stock_open,Spread allowed only when stock is open.
CD,16610,e$qty_should_be_same,Both legs should have same quantity.
CD,16611,e$ord_mod_qty_frz_not_allowed,Modified order qty freeze not allowed.
CD,16612,e$trade_rec_modified,The trade record has been modified.
CD,16615,e$tm_order_cant_be_modified,Order cannot be modified.
CD,16616,e$tm_order_cant_be_cancelled,Order can not be cancelled.
CD,16617,e$tm_trade_cant_be_manipulated,Trade can not be manipulated.
CD,16619,e$pcm_cant_ex_pl_for_himself,PCM can not ex_pl for himself.
CD,16620,e$clearing_member_cant_expl,Ex/Pl by clearing member for TM not allowed.
CD,16621,e$cant_manipulate_expl_of_tm,Clearing member cannot change the Ex/Pl requests placed by Trading Member.
CD,16625,e$cm_of_tm_suspended,Clearing member is suspended.
CD,16626,e$expdate_not_in_ascending_ord,Expiry date not in ascending order.
CD,16627,e$invalid_contract_comb,Invalid contract combination.
CD,16628,e$bm_cannot_cancel_cm_orders,Branch manager cannot cancel corporate manager‟s order.
CD,16629,e$bm_cannot_cancel_bm_orders,Branch manager cannot cancel other branch manager‟s order.
CD,16630,e$cm_cannot_cancel_cm_orders,Corporate manager cannot cancel other corporate manager‟s order.
CD,16631,e$spread_in_different_underlying,Spread not allowed for different underlying.
CD,16632,e$invalid_cli_ac,Cli A/c number cannot be modified as trading member ID.
CD,16636,e$br_ord_limit_fut_buy_exceeded,Futures buy branch Order Value Limit has been exceeded.
CD,16637,e$br_ord_limit_fut_sell_exceeded,Futures sell branch Order Value Limit has been exceeded.
CD,16638,e$br_ord_limit_opt_buy_exceeded,Options buy branch Order Value Limit has been exceeded.
CD,16639,e$br_ord_limit_opt_sell_exceeded,Options sell branch Order Value Limit has been exceeded.
CD,16640,e$ur_ord_limit_fut_buy_exceeded,Futures buy used limit execeeded the user limit.
CD,16641,e$ur_ord_limit_fut_sell_exceeded,Futures sell used limit execeeded the user limit.
CD,16642,e$ur_ord_limit_opt_buy_exceeded,Options buy used limit execeeded the user limit.
CD,16643,e$ur_ord_limit_opt_sell_exceeded,Options sell used limit execeeded the user limit.
CD,16645,e$cant_appr_bhav_copy_generated,Cannot approve. Bhav Copy generated.
CD,16646,e$Collateral_Lmt_Chk,Cannot modify.
CD,16656,e$address_not_found,No address in the database.
CD,16662,e$stk_in_popen,Contract is opening. Please wait for the contract to open.
CD,16666,e$invalid_nnf_field,Invalid NNF field.
CD,16667,e$gtcgtd_not_allowed,GTC GTD Orders not allowed.
CD,16686,CLOSEOUT_ORDER_REJECT,This error code will be returned if Close out order rejected by the system.
CD,16687,CLOSEOUT_FRZ_REJECT,This error code will be returned if the close out order entered is going into freeze. (Since Freeze is not allowed for close out orders)
CD,16688,CLOSEOUT_NOT_ALLOWED,This error code will be returned if the close out order is not allowed in the system.
CD,16690,CLOSEOUT_TRDMOD_REJECT,This error code will be returned when a Trade MOD request is placed by a broker in Close-out.
CD,16706,PARTIAL_ORDER_REJECT,Cancelled by the System
CD,16708,PARTIAL_QUICK_ORDER_CXL_REJ,System Error. Orders not completely cancelled by the system. Please request Quick CXL again
CD,16713,e$price_diff_out_of_range,Spread order price difference is out of range.
CD,16793,e$vc_order_rejected,Order Entered has invalid data.
CD,16794,e$ssd_order_rejected,Order Entered has invalid data.
CD,16795,e$order_cancelled_for_vc,Order cancelled mdue to voluntary close out.
CD,16796,e$order_cancelled_for_ssd,Order cancelled due to OI violation.
CD,16807,e$account_debarred,The account is debarred from trading.
CD,17036,e$mba_inq_not_allowed,MBA inquiry is not allowed for this contract
CD,17037,e$mba_insuff_record,insufficient record for MBA inquiry
CD,17038,e$outstanding_order_present,Order is outstanding.
CD,17039,e$pro_cli_mod_not_allowed,Pro Cli Modification not allowed for the Order.
CD,17045,e$ord_qty_exceeds_qty_val_lim,Order Quantity Exceeds Quantity Value Limit for User.
CD,17046,e$user_type_trd_mod_disabled,Trade Modification Not Allowed for User Type.
CD,17047,e$tm_trade_mod_not_allowed,Trade Modification not Allowed for Broker.
CD,17048,e$user_trd_mod_disabled,Trade Modification Not Allowed for User.
CD,17070,e$trd_price_out_of_stock_tpp,The Price is out of the current execution range
